State,Date,total_population,cumulative_cases,cumulative_cases_per_100_000,cumulative_deaths,cumulative_deaths_per_100_000,new_cases,new_cases_7_day_rolling_avg,new_deaths,new_deaths_7_day_rolling_avg,new_deaths_per_100_000,new_cases_per_100_000,Filed week ended,Initial Claims,Reflecting Week Ended,Continued Claims,Covered Employment,Insured Unemployment Rate
Ohio,6/27/20,11689442,49455,423.07,2804,23.99,817,742,16,15.28571429,0.14,6.99,6/27/20,"35,908",6/20/20,"448,112","5,346,565",8.38
Ohio,7/4/20,11689442,56183,480.63,2907,24.87,926,961.1428571,4,14.71428571,0.03,7.92,7/4/20,"33,830",6/27/20,"433,867","5,346,565",8.11
Oklahoma,2/1/20,3943079,0,0,0,0,0,0,0,0,0,0,2/1/20,"1,779",1/25/20,"17,451","1,565,634",1.11
Oklahoma,2/8/20,3943079,0,0,0,0,0,0,0,0,0,0,2/8/20,"1,715",2/1/20,"17,757","1,565,634",1.13
Oklahoma,2/15/20,3943079,0,0,0,0,0,0,0,0,0,0,2/15/20,"1,633",2/8/20,"17,513","1,565,634",1.12
Oklahoma,2/22/20,3943079,0,0,0,0,0,0,0,0,0,0,2/22/20,"1,509",2/15/20,"17,269","1,565,634",1.1
Oklahoma,2/29/20,3943079,0,0,0,0,0,0,0,0,0,0,2/29/20,"1,458",2/22/20,"16,929","1,565,634",1.08
Oklahoma,3/7/20,3943079,1,0.03,0,0,1,0.142857143,0,0,0,0.03,3/7/20,"1,569",2/29/20,"17,067","1,565,634",1.09
Oklahoma,3/14/20,3943079,4,0.1,0,0,1,0.428571429,0,0,0,0.03,3/14/20,"1,836",3/7/20,"16,482","1,565,634",1.05
Oklahoma,3/21/20,3943079,53,1.34,1,0.03,4,7,0,0.142857143,0,0.1,3/21/20,"21,926",3/14/20,"16,854","1,565,634",1.08
Oklahoma,3/28/20,3943079,377,9.56,15,0.38,55,46.28571429,7,2,0.18,1.39,3/28/20,"47,744",3/21/20,"25,268","1,565,634",1.61
Oklahoma,4/4/20,3943079,1161,29.44,42,1.07,171,112,4,3.857142857,0.1,4.34,4/4/20,"60,534",3/28/20,"55,029","1,565,634",3.51
Oklahoma,4/11/20,3943079,1868,47.37,94,2.38,74,101,6,7.428571429,0.15,1.88,4/11/20,"54,481",4/4/20,"88,330","1,568,967",5.63
Oklahoma,4/18/20,3943079,2465,62.51,136,3.45,0,85.28571429,0,6,0,0,4/18/20,"46,696",4/11/20,"112,311","1,568,967",7.16
Oklahoma,4/25/20,3943079,3194,81,194,4.92,73,104.1428571,6,8.285714286,0.15,1.85,4/25/20,"52,500",4/18/20,"134,550","1,568,967",8.58
Oklahoma,5/2/20,3943079,3851,97.66,238,6.04,103,93.85714286,8,6.285714286,0.2,2.61,5/2/20,"93,885",4/25/20,"154,671","1,568,967",9.86
Oklahoma,5/9/20,3943079,4490,113.87,270,6.85,66,91.28571429,4,4.571428571,0.1,1.67,5/9/20,"39,079",5/2/20,"178,122","1,568,967",11.35
Oklahoma,5/16/20,3943079,5237,132.81,288,7.3,150,106.7142857,3,2.571428571,0.08,3.8,5/16/20,"33,440",5/9/20,"135,229","1,568,967",8.62
Oklahoma,5/23/20,3943079,5960,151.15,311,7.89,111,103.2857143,4,3.285714286,0.1,2.82,5/23/20,"43,714",5/16/20,"139,196","1,568,967",8.87
Oklahoma,5/30/20,3943079,6418,162.77,334,8.47,80,65.42857143,5,3.285714286,0.13,2.03,5/30/20,"60,376",5/23/20,"172,309","1,568,967",10.98
Oklahoma,6/6/20,3943079,7059,179.02,347,8.8,52,91.57142857,2,1.857142857,0.05,1.32,6/6/20,"77,525",5/30/20,"156,795","1,568,967",9.99
Oklahoma,6/13/20,3943079,8073,204.74,359,9.1,224,144.8571429,-1,2.166666667,-0.03,5.68,6/13/20,"84,779",6/6/20,"173,361","1,568,967",11.05
Oklahoma,6/20/20,3943079,10038,254.57,368,9.33,331,280.7142857,1,1.285714286,0.03,8.39,6/20/20,"58,613",6/13/20,"182,191","1,568,967",11.61
Oklahoma,6/27/20,3943079,12646,320.71,384,9.74,299,372.5714286,7,2.285714286,0.18,7.58,6/27/20,"18,405",6/20/20,"165,298","1,568,967",10.54
Oklahoma,7/4/20,3943079,15648,396.85,398,10.09,579,428.8571429,0,2,0,14.68,7/4/20,"9,423",6/27/20,"131,034","1,568,967",8.35
Oregon,2/1/20,4190713,0,0,0,0,0,0,0,0,0,0,2/1/20,"4,853",1/25/20,"31,876","1,906,429",1.67
Oregon,2/8/20,4190713,0,0,0,0,0,0,0,0,0,0,2/8/20,"4,953",2/1/20,"31,658","1,906,429",1.66
Oregon,2/15/20,4190713,0,0,0,0,0,0,0,0,0,0,2/15/20,"4,284",2/8/20,"31,167","1,906,429",1.63
Oregon,2/22/20,4190713,0,0,0,0,0,0,0,0,0,0,2/22/20,"3,514",2/15/20,"30,548","1,906,429",1.6
Oregon,2/29/20,4190713,1,0.02,0,0,1,0.142857143,0,0,0,0.02,2/29/20,"3,936",2/22/20,"30,165","1,906,429",1.58
Oregon,3/7/20,4190713,6,0.14,0,0,3,0.714285714,0,0,0,0.07,3/7/20,"4,154",2/29/20,"29,517","1,906,429",1.55
Oregon,3/14/20,4190713,36,0.86,0,0,6,4.285714286,0,0,0,0.14,3/14/20,"4,269",3/7/20,"29,002","1,906,429",1.52
Oregon,3/21/20,4190713,137,3.27,4,0.1,23,14.42857143,1,0.571428571,0.02,0.55,3/21/20,"30,054",3/14/20,"30,523","1,906,429",1.6
Oregon,3/28/20,4190713,479,11.43,13,0.31,63,48.85714286,1,1.285714286,0.02,1.5,3/28/20,"47,498",3/21/20,"63,930","1,906,429",3.35
Oregon,4/4/20,4190713,899,21.45,22,0.52,0,60,0,1.285714286,0,0,4/4/20,"62,788",3/28/20,"118,729","1,906,429",6.23
Oregon,4/11/20,4190713,1371,32.72,48,1.15,49,67.42857143,4,3.714285714,0.1,1.17,4/11/20,"54,581",4/4/20,"176,154","1,914,153",9.2
Oregon,4/18/20,4190713,1844,44,72,1.72,59,67.57142857,2,3.428571429,0.05,1.41,4/18/20,"37,209",4/11/20,"217,039","1,914,153",11.34
Oregon,4/25/20,4190713,2253,53.76,87,2.08,76,58.42857143,1,2.142857143,0.02,1.81,4/25/20,"49,300",4/18/20,"284,486","1,914,153",14.86
Oregon,5/2/20,4190713,2635,62.88,109,2.6,56,54.57142857,5,3.142857143,0.12,1.34,5/2/20,"48,120",4/25/20,"308,989","1,914,153",16.14
Oregon,5/9/20,4190713,3160,75.4,127,3.03,92,75,3,2.571428571,0.07,2.2,5/9/20,"33,936",5/2/20,"309,543","1,914,153",16.17
Oregon,5/16/20,4190713,3612,86.19,137,3.27,71,64.57142857,0,1.428571429,0,1.69,5/16/20,"23,539",5/9/20,"290,151","1,914,153",15.16
Oregon,5/23/20,4190713,3888,92.78,147,3.51,24,39.42857143,0,1.428571429,0,0.57,5/23/20,"28,452",5/16/20,"293,081","1,914,153",15.31
Oregon,5/30/20,4190713,4185,99.86,153,3.65,54,42.42857143,2,0.857142857,0.05,1.29,5/30/20,"20,565",5/23/20,"256,759","1,914,153",13.41
Oregon,6/6/20,4190713,4570,109.05,161,3.84,0,55,0,1.142857143,0,0,6/6/20,"24,508",5/30/20,"275,768","1,914,153",14.41
Oregon,6/13/20,4190713,5377,128.31,173,4.13,0,115.2857143,0,1.714285714,0,0,6/13/20,"24,645",6/6/20,"251,869","1,914,153",13.16
Oregon,6/20/20,4190713,6750,161.07,189,4.51,178,196.1428571,1,2.285714286,0.02,4.25,6/20/20,"16,274",6/13/20,"224,476","1,914,153",11.73
Oregon,6/27/20,4190713,8094,193.14,202,4.82,276,192,0,1.857142857,0,6.59,6/27/20,"11,195",6/20/20,"216,513","1,914,153",11.31
Oregon,7/4/20,4190713,9930,236.95,213,5.08,294,262.2857143,4,1.571428571,0.1,7.02,7/4/20,"10,343",6/27/20,"203,600","1,914,153",10.64
Pennsylvania,2/1/20,12807060,0,0,0,0,0,0,0,0,0,0,2/1/20,"15,893",1/25/20,"135,951","5,800,562",2.34
Pennsylvania,2/8/20,12807060,0,0,0,0,0,0,0,0,0,0,2/8/20,"14,425",2/1/20,"142,004","5,800,562",2.45
Pennsylvania,2/15/20,12807060,0,0,0,0,0,0,0,0,0,0,2/15/20,"13,583",2/8/20,"136,149","5,800,562",2.35
Pennsylvania,2/22/20,12807060,0,0,0,0,0,0,0,0,0,0,2/22/20,"12,631",2/15/20,"142,306","5,800,562",2.45
Pennsylvania,2/29/20,12807060,0,0,0,0,0,0,0,0,0,0,2/29/20,"12,045",2/22/20,"135,095","5,800,562",2.33
Pennsylvania,3/7/20,12807060,2,0.02,0,0,0,0.285714286,0,0,0,0,3/7/20,"12,227",2/29/20,"136,931","5,800,562",2.36
Pennsylvania,3/14/20,12807060,47,0.37,0,0,6,6.428571429,0,0,0,0.05,3/14/20,"15,439",3/7/20,"128,842","5,800,562",2.22
Pennsylvania,3/21/20,12807060,399,3.12,2,0.02,88,50.28571429,1,0.285714286,0.01,0.69,3/21/20,"363,000",3/14/20,"128,029","5,800,562",2.21
Pennsylvania,3/28/20,12807060,2845,22.21,34,0.27,500,349.4285714,12,4.571428571,0.09,3.9,3/28/20,"374,056",3/21/20,"135,708","5,800,562",2.34
Pennsylvania,4/4/20,12807060,10444,81.55,136,1.06,1874,1085.571429,34,14.57142857,0.27,14.63,4/4/20,"239,077",3/28/20,"566,464","5,800,562",9.77
Pennsylvania,4/11/20,12807060,21719,169.59,503,3.93,1668,1610.714286,85,52.42857143,0.66,13.02,4/11/20,"234,868",4/4/20,"614,196","5,814,461",10.56
Pennsylvania,4/18/20,12807060,31652,247.14,1042,8.14,1764,1419,121,77,0.94,13.77,4/18/20,"124,633",4/11/20,"1,074,660","5,814,461",18.48
Pennsylvania,4/25/20,12807060,41153,321.33,1793,14,945,1357.285714,46,107.2857143,0.36,7.38,4/25/20,"82,414",4/18/20,"915,249","5,814,461",15.74
Pennsylvania,5/2/20,12807060,50494,394.27,2695,21.04,915,1334.428571,60,128.8571429,0.47,7.14,5/2/20,"94,445",4/25/20,"1,233,299","5,814,461",21.21
Pennsylvania,5/9/20,12807060,58560,457.25,3779,29.51,1189,1152.285714,64,154.8571429,0.5,9.28,5/9/20,"73,688",5/2/20,"1,049,464","5,814,461",18.05
Pennsylvania,5/16/20,12807060,65185,508.98,4480,34.98,1049,946.4285714,58,100.1428571,0.45,8.19,5/16/20,"41,673",5/9/20,"1,008,886","5,814,461",17.35
Pennsylvania,5/23/20,12807060,71009,554.45,5112,39.92,798,832,102,90.28571429,0.8,6.23,5/23/20,"55,374",5/16/20,"907,252","5,814,461",15.6
Pennsylvania,5/30/20,12807060,75697,591.06,5537,43.23,713,669.7142857,73,60.71428571,0.57,5.57,5/30/20,"42,266",5/23/20,"1,019,571","5,814,461",17.54
Pennsylvania,6/6/20,12807060,79505,620.79,5931,46.31,690,544,33,56.28571429,0.26,5.39,6/6/20,"45,049",5/30/20,"846,788","5,814,461",14.56
Pennsylvania,6/13/20,12807060,82944,647.64,6211,48.5,463,491.2857143,49,40,0.38,3.62,6/13/20,"44,341",6/6/20,"913,810","5,814,461",15.72
Pennsylvania,6/20/20,12807060,85590,668.3,6419,50.12,391,378,20,29.71428571,0.16,3.05,6/20/20,"42,577",6/13/20,"748,874","5,814,461",12.88
Pennsylvania,6/27/20,12807060,89446,698.41,6603,51.56,586,550.8571429,24,26.28571429,0.19,4.58,6/27/20,"45,261",6/20/20,"809,609","5,814,461",13.92
Pennsylvania,7/4/20,12807060,93922,733.36,6749,52.7,530,639.4285714,3,20.85714286,0.02,4.14,7/4/20,"44,086",6/27/20,"651,160","5,814,461",11.2
Rhode Island,2/1/20,1057315,0,0,0,0,0,0,0,0,0,0,2/1/20,971,1/25/20,"11,042","472,874",2.34
Rhode Island,2/8/20,1057315,0,0,0,0,0,0,0,0,0,0,2/8/20,959,2/1/20,"11,051","472,874",2.34
Rhode Island,2/15/20,1057315,0,0,0,0,0,0,0,0,0,0,2/15/20,996,2/8/20,"11,164","472,874",2.36
Rhode Island,2/22/20,1057315,0,0,0,0,0,0,0,0,0,0,2/22/20,"1,921",2/15/20,"11,199","472,874",2.37
Rhode Island,2/29/20,1057315,0,0,0,0,0,0,0,0,0,0,2/29/20,874,2/22/20,"12,384","472,874",2.62
Rhode Island,3/7/20,1057315,3,0.28,0,0,1,0.428571429,0,0,0,0.09,3/7/20,700,2/29/20,"11,130","472,874",2.35
Rhode Island,3/14/20,1057315,20,1.89,0,0,8,3.166666667,0,0,0,0.76,3/14/20,"1,108",3/7/20,"10,692","472,874",2.26
Rhode Island,3/21/20,1057315,66,6.24,0,0,12,6.571428571,0,0,0,1.13,3/21/20,"35,847",3/14/20,"10,857","472,874",2.3
Rhode Island,3/28/20,1057315,239,22.6,2,0.19,36,24.71428571,2,0.285714286,0.19,3.4,3/28/20,"27,800",3/21/20,"31,847","472,874",6.73
Rhode Island,4/4/20,1057315,806,76.23,17,1.61,95,81,3,2.142857143,0.28,8.99,4/4/20,"28,243",3/28/20,"56,038","472,874",11.85
Rhode Island,4/11/20,1057315,2349,222.17,56,5.3,622,220.4285714,13,5.571428571,1.23,58.83,4/11/20,"22,509",4/4/20,"70,935","473,597",14.98
Rhode Island,4/18/20,1057315,4491,424.76,137,12.96,314,306,19,11.57142857,1.8,29.7,4/18/20,"18,078",4/11/20,"79,140","473,597",16.71
Rhode Island,4/25/20,1057315,7129,674.26,215,20.33,430,376.8571429,13,11.14285714,1.23,40.67,4/25/20,"13,084",4/18/20,"96,663","473,597",20.41
Rhode Island,5/2/20,1057315,9289,878.55,296,28,327,308.5714286,17,11.57142857,1.61,30.93,5/2/20,"9,088",4/25/20,"97,573","473,597",20.6
Rhode Island,5/9/20,1057315,10989,1039.33,418,39.53,210,242.8571429,19,17.42857143,1.8,19.86,5/9/20,"6,245",5/2/20,"94,083","473,597",19.87
Rhode Island,5/16/20,1057315,12434,1176,489,46.25,215,206.4285714,10,10.14285714,0.95,20.33,5/16/20,"3,883",5/9/20,"89,247","473,597",18.84
Rhode Island,5/23/20,1057315,13952,1319.57,597,56.46,216,216.8571429,18,15.42857143,1.7,20.43,5/23/20,"2,937",5/16/20,"87,966","473,597",18.57
Rhode Island,5/30/20,1057315,14819,1401.57,711,67.25,184,123.8571429,18,16.28571429,1.7,17.4,5/30/20,"2,748",5/23/20,"78,496","473,597",16.57
Rhode Island,6/6/20,1057315,15441,1460.4,772,73.02,0,88.85714286,0,8.714285714,0,0,6/6/20,"3,518",5/30/20,"76,946","473,597",16.25
Rhode Island,6/13/20,1057315,15947,1508.25,833,78.78,0,72.28571429,0,8.714285714,0,0,6/13/20,"2,641",6/6/20,"73,083","473,597",15.43
Rhode Island,6/20/20,1057315,16337,1545.14,894,84.55,0,55.71428571,0,8.714285714,0,0,6/20/20,"4,014",6/13/20,"69,236","473,597",14.62
Rhode Island,6/27/20,1057315,16661,1575.78,927,87.67,0,46.28571429,0,4.714285714,0,0,6/27/20,"3,229",6/20/20,"67,100","473,597",14.17
Rhode Island,7/4/20,1057315,16991,1607,960,90.8,0,47.14285714,0,4.714285714,0,0,7/4/20,"3,436",6/27/20,"66,304","473,597",14
South Carolina,2/1/20,5084127,0,0,0,0,0,0,0,0,0,0,2/1/20,"2,099",1/25/20,"17,061","2,077,535",0.82
South Carolina,2/8/20,5084127,0,0,0,0,0,0,0,0,0,0,2/8/20,"2,054",2/1/20,"16,669","2,077,535",0.8
South Carolina,2/15/20,5084127,0,0,0,0,0,0,0,0,0,0,2/15/20,"2,088",2/8/20,"16,547","2,077,535",0.8
South Carolina,2/22/20,5084127,0,0,0,0,0,0,0,0,0,0,2/22/20,"1,824",2/15/20,"16,239","2,077,535",0.78
South Carolina,2/29/20,5084127,0,0,0,0,0,0,0,0,0,0,2/29/20,"1,977",2/22/20,"15,779","2,077,535",0.76
South Carolina,3/7/20,5084127,2,0.04,0,0,2,0.285714286,0,0,0,0.04,3/7/20,"1,889",2/29/20,"15,341","2,077,535",0.74
South Carolina,3/14/20,5084127,19,0.37,0,0,11,3.333333333,0,0,0,0.22,3/14/20,"2,093",3/7/20,"15,032","2,077,535",0.72
South Carolina,3/21/20,5084127,174,3.42,3,0.06,48,22.14285714,0,0.428571429,0,0.94,3/21/20,"31,826",3/14/20,"15,111","2,077,535",0.73
South Carolina,3/28/20,5084127,660,12.98,15,0.3,118,69.42857143,2,1.714285714,0.04,2.32,3/28/20,"66,475",3/21/20,"30,341","2,077,535",1.46
South Carolina,4/4/20,5084127,1917,37.71,40,0.79,217,179.5714286,6,3.571428571,0.12,4.27,4/4/20,"86,573",3/28/20,"75,521","2,077,535",3.64
South Carolina,4/11/20,5084127,3211,63.16,80,1.57,144,184.8571429,8,5.714285714,0.16,2.83,4/11/20,"89,147",4/4/20,"126,994","2,087,060",6.08
South Carolina,4/18/20,5084127,4248,83.55,119,2.34,149,148.1428571,3,5.571428571,0.06,2.93,4/18/20,"74,362",4/11/20,"179,769","2,087,060",8.61
South Carolina,4/25/20,5084127,5253,103.32,166,3.27,183,168.6666667,9,6.714285714,0.18,3.6,4/25/20,"66,438",4/18/20,"240,956","2,087,060",11.55
South Carolina,5/2/20,5084127,6489,127.63,267,5.25,231,176.5714286,11,14.42857143,0.22,4.54,5/2/20,"47,673",4/25/20,"260,409","2,087,060",12.48
South Carolina,5/9/20,5084127,7531,148.13,330,6.49,164,148.8571429,10,9,0.2,3.23,5/9/20,"33,191",5/2/20,"268,701","2,087,060",12.87
South Carolina,5/16/20,5084127,8661,170.35,380,7.47,254,161.4285714,0,7.142857143,0,5,5/16/20,"29,899",5/9/20,"256,676","2,087,060",12.3
South Carolina,5/23/20,5084127,9895,194.63,425,8.36,257,176.2857143,6,6.428571429,0.12,5.05,5/23/20,"25,380",5/16/20,"241,793","2,087,060",11.59
South Carolina,5/30/20,5084127,11394,224.11,487,9.58,263,214.1428571,4,8.857142857,0.08,5.17,5/30/20,"18,910",5/23/20,"214,814","2,087,060",10.29
South Carolina,6/6/20,5084127,13538,266.28,539,10.6,80,306.2857143,0,7.428571429,0,1.57,6/6/20,"23,188",5/30/20,"212,570","2,087,060",10.19
South Carolina,6/13/20,5084127,17955,353.16,599,11.78,785,631,6,8.571428571,0.12,15.44,6/13/20,"19,853",6/6/20,"200,903","2,087,060",9.63
South Carolina,6/20/20,5084127,23756,467.26,644,12.67,1148,828.7142857,5,6.428571429,0.1,22.58,6/20/20,"17,611",6/13/20,"198,224","2,087,060",9.5
South Carolina,6/27/20,5084127,31939,628.21,711,13.98,1604,1169,17,9.571428571,0.33,31.55,6/27/20,"17,654",6/20/20,"197,125","2,087,060",9.45
South Carolina,7/4/20,5084127,43386,853.36,813,15.99,1854,1635.285714,20,14.57142857,0.39,36.47,7/4/20,"16,015",6/27/20,"187,282","2,087,060",8.97
South Dakota,2/1/20,882235,0,0,0,0,0,0,0,0,0,0,2/1/20,217,1/25/20,"3,155","417,030",0.76
South Dakota,2/8/20,882235,0,0,0,0,0,0,0,0,0,0,2/8/20,223,2/1/20,"3,117","417,030",0.75
South Dakota,2/15/20,882235,0,0,0,0,0,0,0,0,0,0,2/15/20,194,2/8/20,"3,196","417,030",0.77
South Dakota,2/22/20,882235,0,0,0,0,0,0,0,0,0,0,2/22/20,191,2/15/20,"3,164","417,030",0.76
South Dakota,2/29/20,882235,0,0,0,0,0,0,0,0,0,0,2/29/20,159,2/22/20,"3,116","417,030",0.75
South Dakota,3/7/20,882235,0,0,0,0,0,0,0,0,0,0,3/7/20,185,2/29/20,"3,059","417,030",0.73
South Dakota,3/14/20,882235,8,0.91,1,0.11,0,1.5,0,0.142857143,0,0,3/14/20,190,3/7/20,"2,870","417,030",0.69
South Dakota,3/21/20,882235,14,1.59,1,0.11,0,0.857142857,0,0,0,0,3/21/20,"1,761",3/14/20,"2,674","417,030",0.64
South Dakota,3/28/20,882235,68,7.71,1,0.11,10,7.714285714,0,0,0,1.13,3/28/20,"6,801",3/21/20,"3,538","417,030",0.85
South Dakota,4/4/20,882235,212,24.03,2,0.23,25,20.57142857,0,0.142857143,0,2.83,4/4/20,"8,138",3/28/20,"7,568","417,030",1.81
South Dakota,4/11/20,882235,626,70.96,6,0.68,90,59.14285714,0,0.571428571,0,10.2,4/11/20,"6,359",4/4/20,"14,431","417,997",3.45
South Dakota,4/18/20,882235,1542,174.78,7,0.79,131,130.8571429,0,0.142857143,0,14.85,4/18/20,"5,295",4/11/20,"19,664","417,997",4.7
South Dakota,4/25/20,882235,2147,243.36,10,1.13,107,86.42857143,0,0.428571429,0,12.13,4/25/20,"5,535",4/18/20,"22,707","417,997",5.43
South Dakota,5/2/20,882235,2588,293.35,21,2.38,63,63,0,1.571428571,0,7.14,5/2/20,"3,929",4/25/20,"23,791","417,997",5.69
South Dakota,5/9/20,882235,3393,384.59,34,3.85,248,115,3,1.857142857,0.34,28.11,5/9/20,"5,269",5/2/20,"23,388","417,997",5.6
South Dakota,5/16/20,882235,3959,448.75,44,4.99,72,80.85714286,0,1.428571429,0,8.16,5/16/20,"3,891",5/9/20,"25,186","417,997",6.03
South Dakota,5/23/20,882235,4464,505.99,50,5.67,108,72.14285714,0,0.857142857,0,12.24,5/23/20,"3,471",5/16/20,"22,454","417,997",5.37
South Dakota,5/30/20,882235,4960,562.21,62,7.03,94,70.85714286,3,1.714285714,0.34,10.65,5/30/20,"1,498",5/23/20,"19,629","417,997",4.7
South Dakota,6/6/20,882235,5367,608.34,65,7.37,90,58.14285714,1,0.428571429,0.11,10.2,6/6/20,880,5/30/20,"20,573","417,997",4.92
South Dakota,6/13/20,882235,5833,661.16,75,8.5,91,66.57142857,1,1.428571429,0.11,10.31,6/13/20,"1,065",6/6/20,"18,649","417,997",4.46
South Dakota,6/20/20,882235,6225,705.59,81,9.18,67,56,0,0.857142857,0,7.59,6/20/20,910,6/13/20,"17,163","417,997",4.11
South Dakota,6/27/20,882235,6626,751.05,91,10.31,91,57.28571429,3,1.428571429,0.34,10.31,6/27/20,644,6/20/20,"17,142","417,997",4.1
South Dakota,7/4/20,882235,7028,796.61,97,10.99,50,57.42857143,0,0.857142857,0,5.67,7/4/20,835,6/27/20,"15,942","417,997",3.81
Tennessee,2/1/20,6770010,0,0,0,0,0,0,0,0,0,0,2/1/20,"2,362",1/25/20,"21,364","3,263,988",0.65
Tennessee,2/8/20,6770010,0,0,0,0,0,0,0,0,0,0,2/8/20,"2,161",2/1/20,"20,670","3,263,988",0.63
Tennessee,2/15/20,6770010,0,0,0,0,0,0,0,0,0,0,2/15/20,"2,140",2/8/20,"20,485","3,263,988",0.63
Tennessee,2/22/20,6770010,0,0,0,0,0,0,0,0,0,0,2/22/20,"1,855",2/15/20,"20,139","3,263,988",0.62
Tennessee,2/29/20,6770010,0,0,0,0,0,0,0,0,0,0,2/29/20,"2,014",2/22/20,"20,413","3,263,988",0.63
Tennessee,3/7/20,6770010,1,0.01,0,0,0,0.142857143,0,0,0,0,3/7/20,"2,032",2/29/20,"19,035","3,263,988",0.58
Tennessee,3/14/20,6770010,32,0.47,0,0,6,4.428571429,0,0,0,0.09,3/14/20,"2,702",3/7/20,"18,450","3,263,988",0.57
Tennessee,3/21/20,6770010,304,4.49,1,0.01,81,38.85714286,0,0.142857143,0,1.2,3/21/20,"38,077",3/14/20,"18,350","3,263,988",0.56
Tennessee,3/28/20,6770010,1511,22.32,7,0.1,193,172.4285714,1,0.857142857,0.01,2.85,3/28/20,"92,500",3/21/20,"37,541","3,263,988",1.15
Tennessee,4/4/20,6770010,3322,49.07,50,0.74,255,258.7142857,9,6.142857143,0.13,3.77,4/4/20,"112,186",3/28/20,"116,179","3,263,988",3.56
Tennessee,4/11/20,6770010,5132,75.8,106,1.57,241,258.5714286,8,8,0.12,3.56,4/11/20,"71,887",4/4/20,"206,472","3,278,927",6.3
Tennessee,4/18/20,6770010,6589,97.33,142,2.1,326,208.1428571,1,5.142857143,0.01,4.82,4/18/20,"67,226",4/11/20,"279,895","3,278,927",8.54
Tennessee,4/25/20,6770010,9189,135.73,177,2.61,461,371.4285714,8,6.166666667,0.12,6.81,4/25/20,"42,805",4/18/20,"341,033","3,278,927",10.4
Tennessee,5/2/20,6770010,12661,187.02,209,3.09,770,496,5,4.571428571,0.07,11.37,5/2/20,"36,323",4/25/20,"340,249","3,278,927",10.38
Tennessee,5/9/20,6770010,14768,218.14,242,3.57,327,301,0,5.666666667,0,4.83,5/9/20,"28,377",5/2/20,"343,212","3,278,927",10.47
Tennessee,5/16/20,6770010,17263,254.99,295,4.36,303,356.4285714,5,7.571428571,0.07,4.48,5/16/20,"27,990",5/9/20,"332,745","3,278,927",10.15
Tennessee,5/23/20,6770010,19785,292.24,329,4.86,391,360.2857143,14,4.857142857,0.21,5.78,5/23/20,"25,439",5/16/20,"327,768","3,278,927",10
Tennessee,5/30/20,6770010,22566,333.32,364,5.38,503,397.2857143,3,5,0.04,7.43,5/30/20,"22,255",5/23/20,"322,117","3,278,927",9.82
Tennessee,6/6/20,6770010,26177,386.66,417,6.16,513,515.8571429,9,7.571428571,0.13,7.58,6/6/20,"20,908",5/30/20,"310,065","3,278,927",9.46
Tennessee,6/13/20,6770010,29549,436.47,472,6.97,431,481.7142857,6,7.857142857,0.09,6.37,6/13/20,"19,413",6/6/20,"297,873","3,278,927",9.08
Tennessee,6/20/20,6770010,34446,508.8,524,7.74,429,699.5714286,9,7.428571429,0.13,6.34,6/20/20,"20,506",6/13/20,"283,631","3,278,927",8.65
Tennessee,6/27/20,6770010,40172,593.38,584,8.63,728,818,7,8.571428571,0.1,10.75,6/27/20,"21,544",6/20/20,"279,199","3,278,927",8.51
Tennessee,7/4/20,6770010,50140,740.62,637,9.41,1428,1424,4,7.571428571,0.06,21.09,7/4/20,"24,920",6/27/20,"273,815","3,278,927",8.35
Texas,2/1/20,28701845,0,0,0,0,0,0,0,0,0,0,2/1/20,"13,818",1/25/20,"140,826","12,236,594",1.15
Texas,2/8/20,28701845,0,0,0,0,0,0,0,0,0,0,2/8/20,"13,869",2/1/20,"128,666","12,236,594",1.05
Texas,2/15/20,28701845,0,0,0,0,0,0,0,0,0,0,2/15/20,"12,790",2/8/20,"133,475","12,236,594",1.09
Texas,2/22/20,28701845,0,0,0,0,0,0,0,0,0,0,2/22/20,"12,047",2/15/20,"127,275","12,236,594",1.04
Texas,2/29/20,28701845,0,0,0,0,0,0,0,0,0,0,2/29/20,"12,692",2/22/20,"133,247","12,236,594",1.09
Texas,3/7/20,28701845,8,0.03,0,0,4,1.142857143,0,0,0,0.01,3/7/20,"14,355",2/29/20,"125,252","12,236,594",1.02
Texas,3/14/20,28701845,60,0.21,0,0,16,7.428571429,0,0,0,0.06,3/14/20,"16,176",3/7/20,"127,905","12,236,594",1.05
Texas,3/21/20,28701845,582,2.03,5,0.02,153,74.57142857,1,1,0,0.53,3/21/20,"155,426",3/14/20,"126,427","12,236,594",1.03
Texas,3/28/20,28701845,2455,8.55,30,0.1,518,267.5714286,4,3.571428571,0.01,1.8,3/28/20,"276,185",3/21/20,"144,697","12,236,594",1.18
Texas,4/4/20,28701845,6567,22.88,116,0.4,833,587.4285714,16,12.28571429,0.06,2.9,4/4/20,"315,167",3/28/20,"374,656","12,236,594",3.06
Texas,4/11/20,28701845,13023,45.37,266,0.93,918,922.2857143,28,21.42857143,0.1,3.2,4/11/20,"274,257",4/4/20,"632,470","12,304,547",5.14
Texas,4/18/20,28701845,18704,65.17,476,1.66,855,811.5714286,25,30,0.09,2.98,4/18/20,"280,761",4/11/20,"911,923","12,304,547",7.41
Texas,4/25/20,28701845,24153,84.15,638,2.22,511,778.4285714,14,23.14285714,0.05,1.78,4/25/20,"254,084",4/18/20,"962,122","12,304,547",7.82
